identif,genero,idade,concelho,lat,lon,dieta_saudavel,carne_branca,carne_vermelha,leite,ovos,sobras,cereais,leguminosas,vegetais,frutas,snacks,take_away,jantar_fora,compra_frutas,onde_compra,como_desloca,considera_que_tem_diversidade,perto_longe,alteracoes_climaticas,mudar_habitos,o_que_bloqueia,autosuficiencia,politicas,fao1,fao2,rendimento,instrucao,situacao_prof,saude,score_proteina,score_fruta,score_processados,score_sustentabilidade,dieta_percecionada,score_geral,FID,CreationDate,Creator,EditDate,Editor,GlobalID,x,y
651083,Mulher,28,esposende,41.546945648,-8.757994864,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,,Algumas vezes por semana,,Uma vez por dia,"Todos os dias, várias vezes",Uma vez por semana,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,mercado,carro,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",1,Não,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,1,4,3,2,4,2.5,36,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,c4880eff-3c1b-4d77-bc91-a7a1cc639e7c,-8.757994864,41.546945648
651085,Homem,67,almada,38.635628858,-9.193063099,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Uma vez por semana,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,mercado,a pé,Sim,,Não,"Não mudou, mas consideraria mudar",3,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Reformado(a),Não,3,5,3,5,5,4,37,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,087a2c39-d0a5-4bfd-bb4e-f39925b86e37,-9.193063099,38.635628858
651086,Mulher,30,benavente,38.867761157,-8.81105308,Todos os dias,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,"Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,directamente ao produtor,carro,Sim,,Sim,Não mudou,1,Sim,Sim,Sim,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,2,1,4,3,5,2.5,38,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,a3501b73-a765-4894-82ab-653b80dd2bb2,-8.81105308,38.867761157
651089,Homem,37,maia,41.244909683,-8.601340889,Uma vez por semana,Uma vez por dia,Uma vez por dia,Uma vez por dia,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Uma vez por dia,Uma vez por semana,Uma vez por semana,Ocasionalmente no mês,Todos os dias,mercado,carro,Não,,Não,Não mudou,2,Sim,Não,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Empregado(a),Não,1,3,3,3,3,2.5,39,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1af52109-058c-4341-87db-334d3a451222,-8.601340889,41.244909683
651090,Homem,36,tavira,37.225164739,-7.732278867,Todos os dias,Algumas vezes por semana,Uma vez por semana,Nunca,Algumas vezes por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,Uma vez por semana,mercado,carro,Sim,,Não,Não mudou,1,Não,Não,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Empregado(a),Sim,5,5,4,2,5,4,40,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,e20b27c0-1944-4a21-b7e1-b6ee64886f51,-7.732278867,37.225164739
651092,Mulher,43,montemor_o_velho,40.214689725,-8.658457387,Algumas vezes por semana,Uma vez por dia,Uma vez por dia,"Todos os dias, várias vezes",Uma vez por dia,,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Uma vez por semana,grandes superficies,carro,Sim,,Ns/Nr,Sim,3,Não sei,Não sei,Sim,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,1,5,2,1,4,2.25,41,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,408a5b5f-acf9-4d46-9f4e-38062f5635e6,-8.658457387,40.214689725
651093,Mulher,38,loule,37.225167558,-8.046919949,Algumas vezes por semana,"Todos os dias, várias vezes",Ocasionalmente no mês,"Todos os dias, várias vezes","Todos os dias, várias vezes",,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,mercearia,a pé,Sim,,Sim,Sim,2,Não,Sim,Sim,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,1,5,4,5,4,3.75,42,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,7d658f6b-7e43-4fcc-b6ff-82a78ffa1dd4,-8.046919949,37.225167558
651094,Homem,40,tavira,37.225164739,-7.732278867,Algumas vezes por semana,Uma vez por dia,Uma vez por dia,Nunca,Algumas vezes por semana,,Uma vez por dia,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,grandes superficies,carro,Sim,,Não,Não mudou,2,Não,Sim,Não,Não,Recusa,12º ano (ensino secundário),Empregado(a),Não,1,3,2,1,4,1.75,43,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,131c0857-b123-4cdc-bdb7-c187f998a872,-7.732278867,37.225164739
651098,Homem,54,seixal,38.604613646,-9.108792697,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,mercearia,a pé,Sim,,Ns/Nr,Não mudou,3,Não sei,Sim,Não,Não,O rendimento atual dá para viver,9º ano (antigo 5º ano),Empregado(a),Não,2,3,2,3,5,2.5,44,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,88a8a294-0bad-490b-9e03-5ffcaf5e47a0,-9.108792697,38.604613646
651107,Homem,56,matosinhos,41.212972558,-8.671430599,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Todos os dias,mercearia,a pé,Sim,,Não,"Não mudou, mas consideraria mudar",4,Não,Não sei,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Sim,5,5,2,3,4,3.75,45,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,79663fb3-27b2-4cbe-be47-27052fabb1dc,-8.671430599,41.212972558
651114,Homem,59,avis,39.069686615,-7.912853941,Todos os dias,"Todos os dias, várias vezes",Algumas vezes por semana,Nunca,"Todos os dias, várias vezes",,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Todos os dias,producao própria,bicicleta,Não,,Não,Não mudou,1,Não sei,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,1,5,2,5,5,3.25,46,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,52f90f11-5d8f-4f0b-8ec7-2ff2f56ebb32,-7.912853941,39.069686615
651116,Homem,69,odivelas,38.79792249,-9.19928017,Nunca,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,Ocasionalmente no mês,Nunca,Algumas vezes por semana,mercado,carro,Sim,,Ns/Nr,Não mudou,1,Não sei,Sim,Não,Não,O rendimento atual dá para viver,6º ano (ensino preparatório),Reformado(a),Sim,2,1,3,5,1,2.75,47,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,07c1a171-e301-4f8b-897d-36c984e18bd1,-9.19928017,38.79792249
651119,Homem,73,oeiras,38.716994221,-9.276314431,Uma vez por semana,Uma vez por semana,Uma vez por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,Uma vez por dia,,Uma vez por semana,Uma vez por dia,Ocasionalmente no mês,Nunca,Ocasionalmente no mês,Uma vez por semana,mercearia,a pé,Não,,Não,"Não mudou, mas consideraria mudar",1,Não,Sim,Não,Sim,O rendimento atual dá para viver,12º ano (ensino secundário),Reformado(a),Não,5,1,4,5,3,3.75,48,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,2eef7ca9-66cc-497f-97c4-84c4675357e9,-9.276314431,38.716994221
651120,Mulher,52,evora,38.533138692,-7.870218718,Algumas vezes por semana,Uma vez por dia,Ocasionalmente no mês,"Todos os dias, várias vezes",Algumas vezes por semana,,Algumas vezes por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,directamente ao produtor,carro,Não,,Sim,Sim,3,Não,Sim,Sim,Sim,É muito difícil viver com o rendimento atual,12º ano (ensino secundário),Empregado(a),Sim,2,5,4,4,4,3.75,49,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,b124fcda-62f6-4165-b3f3-d2c6ce5f377b,-7.870218718,38.533138692
651122,Mulher,61,matosinhos,41.212972558,-8.671430599,Algumas vezes por semana,Uma vez por semana,Uma vez por semana,Algumas vezes por semana,Uma vez por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Uma vez por semana,Ocasionalmente no mês,Uma vez por semana,mercearia,a pé,Não,,Não,Sim,1,Não,Sim,Não,Sim,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,5,3,3,4,4,3.75,50,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,853eff39-b0fb-4ac6-91d9-d8ea423ebc5a,-8.671430599,41.212972558
651124,Homem,33,oeiras,38.716994221,-9.276314431,Todos os dias,Uma vez por dia,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Ocasionalmente no mês,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Não,,Ns/Nr,Sim,1,Não,Sim,Não,Ns/Nr,O rendimento atual permite viver confortavelmente,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,3,4,4,1,5,3,51,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,13eb796d-d4f7-4cf9-aa80-10596c2571bc,-9.276314431,38.716994221
651125,Mulher,52,portalegre,39.26927428,-7.399571537,Todos os dias,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,,Algumas vezes por semana,,Uma vez por dia,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,supermercado,carro,Não,,Não,Sim,2,Não,Não,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Sim,5,3,2,2,5,3,52,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,8514d966-199d-47bf-abb3-6319170004bd,-7.399571537,39.26927428
651127,Homem,50,almada,38.635628858,-9.193063099,Algumas vezes por semana,Uma vez por dia,Nunca,Uma vez por dia,Uma vez por dia,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Uma vez por semana,Nunca,Nunca,Uma vez por semana,supermercado,carro,Sim,,Sim,Não mudou,2,Não,Não,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Não,3,4,3,1,4,2.75,53,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,c7231bde-27a9-4948-a509-85d59b22c219,-9.193063099,38.635628858
651128,Mulher,67,lisboa,38.7376745,-9.15677179,Ocasionalmente no mês,Uma vez por dia,Uma vez por semana,Uma vez por dia,Uma vez por dia,,"Todos os dias, várias vezes",,Uma vez por dia,Uma vez por dia,Uma vez por dia,Uma vez por dia,Nunca,Uma vez por semana,grandes superficies,transporte público,Não,,Não,Sim,1,Não sei,Sim,Sim,Não,É difícil viver com o rendimento atual,12º ano (ensino secundário),Reformado(a),Não,3,4,2,1,2,2.5,54,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,3f093eb8-76b1-4185-ac62-c7e5eeec2268,-9.15677179,38.7376745
651136,Homem,47,santo tirso,41.32090162,-8.444010835,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,Algumas vezes por semana,,Uma vez por dia,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Algumas vezes por semana,mercearia,a pé,Sim,,Sim,"Não mudou, mas consideraria mudar",2,Não,Sim,Não,Não,O rendimento atual permite viver confortavelmente,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,2,5,2,5,4,3.5,55,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ba9decea-45a2-4d7e-8f4d-543c77ede969,-8.444010835,41.32090162
651139,Homem,75,cascais,38.724965104,-9.40100252,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Uma vez por semana,,Uma vez por dia,,Algumas vezes por semana,Uma vez por dia,Uma vez por semana,Algumas vezes por semana,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",2,Sim,Não,Não,Não,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Reformado(a),Não,3,3,3,1,5,2.5,56,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,22410402-c226-4680-aa0a-beef40afe04b,-9.40100252,38.724965104
651141,Mulher,67,sesimbra,38.494927119,-9.120119813,Uma vez por semana,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,"Todos os dias, várias vezes",,Algumas vezes por semana,Ocasionalmente no mês,Uma vez por semana,Uma vez por semana,Nunca,Algumas vezes por semana,supermercado,a pé,Sim,,Não,Não mudou,1,Não,Não,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Reformado(a),Não,3,1,3,2,3,2.25,57,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,89f0e6bf-d575-4cb4-accd-0addc484ba76,-9.120119813,38.494927119
651145,Mulher,48,vila franca de xira,38.922105438,-8.984502877,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,"Todos os dias, várias vezes",,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,Ocasionalmente no mês,Ocasionalmente no mês,Uma vez por semana,mercado,carro,Não,,Ns/Nr,Sim,1,Não,Não,Não,Sim,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Sim,5,3,2,4,4,3.5,58,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,32d49472-671a-4cf1-a55e-89dc5a04e669,-8.984502877,38.922105438
651146,Homem,62,matosinhos,41.212972558,-8.671430599,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,,Ocasionalmente no mês,,Ocasionalmente no mês,"Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Algumas vezes por semana,supermercado,carro,Sim,,Ns/Nr,Não mudou,4,Sim,Sim,Não,Não,O rendimento atual dá para viver,Pós Graduação / Mestrado / Doutoramento,Empregado(a),Não,1,1,2,1,2,1.25,59,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,eda5bad0-cd9c-4fb5-adb5-9d5f9c25c59d,-8.671430599,41.212972558
651149,Homem,70,almada,38.635628858,-9.193063099,Todos os dias,Algumas vezes por semana,Ocasionalmente no mês,Algumas vezes por semana,Algumas vezes por semana,,Uma vez por semana,,Uma vez por dia,Uma vez por dia,Nunca,Nunca,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Não,,Não,"Não mudou, mas consideraria mudar",2,Não sei,Sim,Não,Não,O rendimento atual permite viver confortavelmente,9º ano (antigo 5º ano),Reformado(a),Não,5,4,5,1,5,3.75,60,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,1d9a1b61-28a4-4467-a4d0-cc53d6ae58bd,-9.193063099,38.635628858
651151,Mulher,45,loures,38.861301926,-9.151676932,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,Algumas vezes por semana,,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Ocasionalmente no mês,Uma vez por semana,supermercado,carro,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",2,Não sei,Sim,Sim,Sim,O rendimento atual dá para viver,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,1,3,2,1,5,1.75,61,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,d25481c9-2c36-4c2b-a0e4-1171feb7f519,-9.151676932,38.861301926
651153,Homem,59,santo tirso,41.32090162,-8.444010835,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,"Todos os dias, várias vezes",Uma vez por semana,,"Todos os dias, várias vezes",,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por semana,Uma vez por semana,Uma vez por semana,mercearia,a pé,Sim,,Sim,"Não mudou, mas consideraria mudar",1,Não,Sim,Não,Não,O rendimento atual dá para viver,12º ano (ensino secundário),Empregado(a),Sim,2,5,2,3,4,3,62,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,ec519e8f-d561-440f-96fb-e2080f4d9156,-8.444010835,41.32090162
651154,Homem,50,cascais,38.724965104,-9.40100252,Algumas vezes por semana,Uma vez por dia,"Todos os dias, várias vezes",Uma vez por dia,Algumas vezes por semana,,Algumas vezes por semana,,Uma vez por dia,Uma vez por dia,Uma vez por dia,Uma vez por dia,Ocasionalmente no mês,Algumas vezes por semana,mercearia,carro,Sim,,Não,"Não mudou, mas consideraria mudar",4,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,12º ano (ensino secundário),Empregado(a),Sim,3,4,2,3,4,3,63,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,60d29ce9-ad1e-47c9-9162-a9f0a8e05dd4,-9.40100252,38.724965104
651155,Mulher,75,coimbra,40.216154074,-8.446176762,Algumas vezes por semana,Uma vez por dia,Algumas vezes por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,Algumas vezes por semana,,"Todos os dias, várias vezes","Todos os dias, várias vezes",Algumas vezes por semana,Uma vez por semana,Ocasionalmente no mês,Uma vez por semana,grandes superficies,carro,Sim,,Não,Sim,1,Não sei,Sim,Não,Não,O rendimento atual dá para viver,9º ano (antigo 5º ano),Reformado(a),Não,1,5,2,1,4,2.25,64,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,2fc7aa28-06ae-4472-8c07-ece9afa2aadb,-8.446176762,40.216154074
651156,Mulher,45,benavente,38.867761157,-8.81105308,Algumas vezes por semana,Algumas vezes por semana,Uma vez por semana,"Todos os dias, várias vezes",Algumas vezes por semana,,Uma vez por dia,,Uma vez por dia,Uma vez por dia,Ocasionalmente no mês,Algumas vezes por semana,Uma vez por semana,Uma vez por semana,mercearia,a pé,Sim,,Sim,Sim,4,Sim,Sim,Não,Não,O rendimento atual permite viver confortavelmente,"Curso superior (Licenciatura, Bacharelato)",Empregado(a),Não,5,4,4,2,4,3.75,65,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,6461f529-e3a1-4b39-beee-56bc702bf3e3,-8.81105308,38.867761157
651157,Mulher,67,cascais,38.724965104,-9.40100252,Todos os dias,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,Algumas vezes por semana,,"Todos os dias, várias vezes",,Algumas vezes por semana,"Todos os dias, várias vezes",Ocasionalmente no mês,Nunca,Ocasionalmente no mês,Todos os dias,mercearia,a pé,Sim,,Ns/Nr,"Não mudou, mas consideraria mudar",1,Sim,Sim,Não,Sim,O rendimento atual dá para viver,12º ano (ensino secundário),Reformado(a),Não,3,1,4,5,5,3.25,66,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,10/15/2025 2:30:52 PM,patricia.abrantes@edu.ulisboa.pt_ulisboa,27de99d3-c27a-4a8a-8b57-a81da1a507b4,-9.40100252,38.724965104
